	Temperature (C)	Heat Flow (W/g)
3497	55.61	0.042953398173616986
3498	55.62	0.04290444847360364
3499	55.63	0.04293883485001926
3500	55.64	0.04303155730294339
3501	55.65	0.042999282499120106
3502	55.66	0.0431420104386282
3503	55.67	0.04310974112154309
3504	55.68	0.04330247454794245
3505	55.69	0.04327021071790149
3506	55.7	0.04317294963149498
3507	55.71	0.043155691288795595
3508	55.72	0.043248435689875464
3509	55.73	0.043123325691949876
3510	55.74	0.043083932723662066
3511	55.75	0.04311835202317571
3512	55.76	0.04299444073341574
3513	55.77	0.04308719885445056
3514	55.78	0.043154959719677866
3515	55.79	0.043272723329162766
3516	55.8	0.04329048968296778
3517	55.81	0.04324159211448819
3518	55.82	0.043286030623784555
3519	55.83	0.04339380521091707
3520	55.84	0.043424082542610876
3521	55.85	0.043479362618925155
3522	55.86	0.04359714543991844
3523	55.87	0.04361493100564795
3524	55.88	0.043786565470016914
3525	55.89	0.043650510371543216
3526	55.9	0.043718304171818545
3527	55.91	0.04403610071705133
3528	55.92	0.0440539000072917
3529	55.93	0.044088368709258585
3530	55.94	0.04413950682300172
3531	55.95	0.044094814348567546
3532	55.96	0.043985124619337235
3533	55.97	0.04383293763535567
3534	55.98	0.043870753396667794
3535	55.99	0.044028571903318436
3536	56.0	0.04411305982201741
3537	56.02	0.04424755048614015
3538	56.03	0.044282043895730094
3539	56.04	0.04439987338416218
3540	56.05	0.04436056276100331
3541	56.06	0.04433554059772282
3542	56.07	0.044228378322932915
3543	56.08	0.044371218793816336
3544	56.09	0.04414620486755627
3545	56.1	0.04405690797276174
3546	56.11	0.04404975668089994
3547	56.12	0.044075941468198376
3548	56.13	0.04433546233469432
3549	56.14	0.04427831928042414
3550	56.15	0.04429617897209148
3551	56.16	0.04436404140973105
3552	56.17	0.04425190659337863
3553	56.18	0.04429977452306977
3554	56.19	0.04421764519883853
3555	56.2	0.044410518620718875
3556	56.21	0.04432839478874406
3557	56.22	0.04448794036961301
3558	56.23	0.04448915536335818
3559	56.24	0.04459037310334324
3560	56.25	0.04457492692293075
3561	56.26	0.044717816822148926
3562	56.27	0.044570709467692815
3563	56.28	0.044761938192922734
3564	56.29	0.04469650299786565
3565	56.3	0.044631070549214336
3566	56.31	0.044715640846992866
3567	56.32	0.044666880557890476
3568	56.33	0.04457526587240723
3569	56.34	0.044536034885802156
3570	56.35	0.04465394950285928
3571	56.36	0.04479686686645712
3572	56.37	0.04488978697661539
3573	56.38	0.044957709833353565
3574	56.39	0.044992302103356696
3575	56.4	0.045003563786642165
3576	56.41	0.04498649488322837
3577	56.42	0.044979428726464654
3578	56.43	0.04495450817350832
3579	56.44	0.04501530465294579
3580	56.45	0.044949913402887454
3581	56.46	0.04495119156620353
3582	56.47	0.04488913914290649
3583	56.48	0.044803756133008577
3584	56.49	0.044955042536519496
3585	56.5	0.04507299835344769
3586	56.51	0.045100956917135004
3587	56.52	0.04520891822758877
3588	56.53	0.04515188228481648
3589	56.54	0.04532818242215608
3590	56.55	0.04551281863961343
3591	56.56	0.045480790937192594
3592	56.57	0.04544876598156389
3593	56.58	0.04554674377273127
3594	56.59	0.04548472431069728
3595	56.6	0.04562270759546383
3596	56.61	0.04562069362703358
3597	56.62	0.04573868240540779
3598	56.63	0.04582334059725435
3599	56.64	0.04607466820257544
3600	56.65	0.04605266522137086
3601	56.66	0.04631066498697223
3602	56.67	0.046228667499378595
3603	56.68	0.04638667275858577
3604	56.69	0.04636468076459188
3605	56.7	0.04644269151739211
3606	56.71	0.046434038350314566
3607	56.72	0.046518721263351104
3608	56.73	0.046356740256491946
3609	56.74	0.046354761996394434
3610	56.75	0.04629278648304824
3611	56.76	0.04622414704977196
3612	56.77	0.04626884369655215
3613	56.78	0.04630187642337358
3614	56.79	0.046144911896885965
3615	56.8	0.04629628345040615
3616	56.81	0.04638099108391769
3617	56.82	0.0463490347974016
3618	56.83	0.04633708125750724
3619	56.84	0.04628513046421645
3620	56.85	0.04625318241750964
3621	56.86	0.04633123711736653
3622	56.87	0.0464226278970985
3623	56.88	0.04647402142334878
3624	56.89	0.04649208436276053
3625	56.9	0.046600626239116316
3626	56.91	0.04649488514762945
3627	56.92	0.04661295632636753
3628	56.93	0.04657769691816194
3629	56.94	0.04679077358964934
3630	56.95	0.046633853007468584
3631	56.96	0.04650193517158696
3632	56.97	0.04653668674864209
3633	56.98	0.04667144107193222
3634	56.99	0.04665619814142463
3635	57.0	0.04679095795708488
3636	57.01	0.04669238718554558
3637	57.02	0.04676048582676939
3638	57.03	0.04677858721405226
3639	57.04	0.04679669134735498
3640	57.05	0.04678979822663809
3641	57.06	0.0467829078518629
3642	57.07	0.04688435355632192
3643	57.08	0.046994135339974985
3644	57.09	0.04706725320278027
3645	57.1	0.04715537381136281
3646	57.11	0.04714016383234654
3647	57.12	0.0472749565990207
3648	57.13	0.047393085444674465
3649	57.14	0.04727788370259667
3650	57.15	0.04744601803940807
3651	57.16	0.04761415512172951
3652	57.17	0.047632294949513376
3653	57.18	0.047617104189376924
3654	57.19	0.04773524950793817
3655	57.2	0.047761730905147015
3656	57.21	0.047744881714285814
3657	57.22	0.04812303526863593
3658	57.23	0.04812452490147656
3659	57.24	0.0481843506127535
3660	57.25	0.04832751240241251
3661	57.26	0.04839567693706526
3662	57.27	0.048463844216655616
3663	57.28	0.04848201424112597
3664	57.29	0.04835018701041882
3665	57.3	0.048501695857809946
3666	57.31	0.04856154078323893
3667	57.32	0.048738055119978085
3668	57.33	0.048742905534631564
3669	57.34	0.04874109202713717
3670	57.35	0.04878428126409684
3671	57.36	0.04891080657877955
3672	57.37	0.04882900130445478
3673	57.38	0.048973865441057196
3674	57.39	0.04895706565518676
3675	57.4	0.04912526861344402
3676	57.41	0.049088474315760244
3677	57.42	0.04908668276206862
3678	57.43	0.04915489395229855
3679	57.44	0.04928310788638113
3680	57.45	0.049241324564243794
3681	57.46	0.04940954398581576
3682	57.47	0.04951109948435706
3683	57.48	0.04964599105979506
3684	57.49	0.0498392187120551
3685	57.5	0.04991578244106254
3686	57.51	0.050150682246740796
3687	57.52	0.050326060986155774
3688	57.53	0.050437156754467694
3689	57.54	0.05033873145635859
3690	57.55	0.0505236422346087
3691	57.56	0.050641889089136694
3692	57.57	0.05059347201985931
3693	57.58	0.05071839102669484
3694	57.59	0.05084664610956002
3695	57.6	0.05098157060170294
3696	57.61	0.051133164503037065
3697	57.62	0.05125142781347636
3698	57.63	0.051419693866263216
3699	57.64	0.051427962661307
3700	57.65	0.0514729008651833
3701	57.66	0.051357841811131344
3702	57.67	0.05138278549905939
3703	57.68	0.05138606526220535
3704	57.69	0.051354347767142094
3705	57.7	0.05153763301377401
3706	57.71	0.051615921002005294
3707	57.72	0.051800878398404304
3708	57.73	0.05195250520287287
3709	57.74	0.05194222998673892
3710	57.75	0.051914100368950056
3711	57.76	0.0520074020636887
3712	57.77	0.05195070649942357
3713	57.78	0.05181068034271785
3714	57.79	0.051995656926799416
3715	57.8	0.05204313625156054
3716	57.81	0.05196561831689328
3717	57.82	0.05221726978935459
3718	57.83	0.05218559066883266
3719	57.84	0.05219677143140666
3720	57.85	0.05227224064839264
3721	57.86	0.05239056974824852
3722	57.87	0.05244223492133493
3723	57.88	0.05261056950087184
3724	57.89	0.05254557348674194
3725	57.9	0.05268058021216193
3726	57.91	0.05271558967701351
3727	57.92	0.052860601881179914
3728	57.93	0.05273895015787611
3729	57.94	0.052737301173649165
3730	57.95	0.05278065492837669
3731	57.96	0.05269901142193589
3732	57.97	0.05281737065420122
3733	57.98	0.05281073262504865
3734	57.99	0.05282909733435037
3735	58.0	0.05284746478197988
3736	58.01	0.05289916830114105
3737	58.02	0.05305087455837176
3738	58.03	0.05305258355354159
3739	58.04	0.05325429528652004
3740	58.05	0.053189343090511265
3741	58.06	0.053407726965382096
3742	58.07	0.05334278024433381
3743	58.08	0.0532111695938986
3744	58.09	0.05329860929965324
3745	58.1	0.05333128983765256
3746	58.11	0.053424687398232695
3747	58.12	0.05360142102887222
3748	58.13	0.05378649072943098
3749	58.14	0.05397156316643548
3750	58.15	0.0540733050064115
3751	58.16	0.054008382915883946
3752	58.17	0.054185130228042055
3753	58.18	0.0544214040855997
3754	58.19	0.05464696639317079
3755	58.2	0.05466538857918257
3756	58.21	0.054808813500630826
3757	58.22	0.054932241157367834
3758	58.23	0.055037338215913056
3759	58.24	0.05510910467611563
3760	58.25	0.05514087387116007
3761	58.26	0.05517597913422856
3762	58.27	0.05536442046516976
3763	58.28	0.05536286453049932
3764	58.29	0.05566131133006369
3765	58.3	0.05562476086370882
3766	58.31	0.05561821313127879
3767	58.32	0.055686668132617356
3768	58.33	0.05557179253423117
3769	58.34	0.05557358633596188
3770	58.35	0.05549204953764786
3771	58.36	0.05569051547246007
3772	58.37	0.05580898414023583
3773	58.38	0.05584745554081305
3774	58.39	0.05594092967402631
3775	58.4	0.056064406539712675
3776	58.41	0.05613621947103864
3777	58.42	0.05625470180117009
3778	58.43	0.056459853529938986
3779	58.44	0.05655834132384152
3780	58.45	0.056543498516042234
3781	58.46	0.05669532510636799
3782	58.47	0.056733821094649084
3783	58.48	0.057057319814044494
3784	58.49	0.05717082126438111
3785	58.5	0.057202658778818805
3786	58.51	0.05738783235718348
3787	58.52	0.057266341999299364
3788	58.53	0.05732485437165913
3789	58.54	0.05737670280741858
3790	58.55	0.05736188730640235
3791	58.56	0.05742040786843239
3792	58.57	0.05757393115999765
3793	58.58	0.05781745718091846
3794	58.59	0.057785985931013695
3795	58.6	0.057954517410101936
3796	58.61	0.058006384951333256
3797	58.62	0.05823158855452215
3798	58.63	0.058310128219484
3799	58.64	0.05852867061269995
3800	58.65	0.058530549067313586
3801	58.66	0.05871576358313746
3802	58.67	0.058659314159982046
3803	58.68	0.05877786746432179
3804	58.69	0.058888090162631634
3805	58.7	0.059006648921385185
3806	58.71	0.0591918770737192
3807	58.72	0.05934377461943585
3808	58.73	0.059295674891669314
3809	58.74	0.059314244556885054
3810	58.75	0.05934531694821388
3811	58.76	0.05955139206545379
3812	58.77	0.059729969908400626
3813	58.78	0.05995521714351337
3814	58.79	0.06020713377058584
3815	58.8	0.06034238645607459
3816	58.81	0.06054430853310189
3817	58.82	0.06061290000145636
3818	58.83	0.06058149419425929
3819	58.84	0.0605167577779655
3820	58.85	0.06059369075235965
3821	58.86	0.060737293117229196
3822	58.87	0.06085589820569037
3823	58.88	0.06089117268419386
3824	58.89	0.06091811655252277
3825	58.9	0.06087172981045752
3826	58.91	0.0609053457911104
3827	58.92	0.06094896449425846
3828	58.93	0.06112758591967804
3829	58.94	0.06111954340047765
3830	58.95	0.06110483693643154
3831	58.96	0.06120346652731268
3832	58.97	0.061382098839560584
3833	58.98	0.06136073387294383
3834	58.99	0.06162937162723159
3835	59.0	0.061718012102190745
3836	59.01	0.06191665529758783
3837	59.02	0.0620553012131877
3838	59.03	0.06222061651542088
3839	59.04	0.0622126012040507
3840	59.05	0.0620483981359814
3841	59.06	0.06215991207288063
3842	59.07	0.06207857158593688
3843	59.08	0.0621615195320544
3844	59.09	0.062215898768134714
3845	59.1	0.06208456643679261
3846	59.11	0.06215323682349938
3847	59.12	0.06227190992801113
3848	59.13	0.062283442892939966
3849	59.14	0.062259264289467264
3850	59.15	0.06216127887925049
3851	59.16	0.06212162951918421
3852	59.17	0.06216531620901833
3853	59.18	0.062234005615167565
3854	59.19	0.062219364404046296
3855	59.2	0.062457106861115275
3856	59.21	0.06264009012897676
3857	59.22	0.06274212373118493
3858	59.23	0.06304416004843238
3859	59.24	0.06327953241379447
3860	59.25	0.06338990749367657
3861	59.26	0.06344361862115244
3862	59.27	0.06365233246262614
3863	59.28	0.06379604901783775
3864	59.29	0.06383976828652349
3865	59.3	0.06395849026842093
3866	59.31	0.0640105482965998
3867	59.32	0.06414594237079596
3868	59.33	0.06434800582407707
3869	59.34	0.06439340532284499
3870	59.35	0.0644021408668336
3871	59.36	0.06450421245577376
3872	59.37	0.06448962008939718
3873	59.38	0.06437503043409887
3874	59.39	0.06456044348960743
3875	59.4	0.06466585925564905
3876	59.41	0.06476461106528086
3877	59.42	0.06495836558489332
3878	59.43	0.06503069424278074
3879	59.44	0.0651708827529518
3880	59.45	0.06513964540084016
3881	59.46	0.0652834107575937
3882	59.47	0.0651571788229317
3883	59.48	0.06522094959657077
3884	59.49	0.0653147230782265
3885	59.5	0.06528349926761567
3886	59.51	0.06547727816445192
3887	59.52	0.06564605976844673
3888	59.53	0.065739844079312
3889	59.54	0.0658586310967566
3890	59.55	0.06605242082048868
3891	59.56	0.06624621325021707
3892	59.57	0.06636500838564663
3893	59.58	0.0663838062264821
3894	59.59	0.06646260677242788
3895	59.6	0.06672141002318588
3896	59.61	0.0666259302641703
3897	59.62	0.06669235797127193
3898	59.63	0.06679783600133149
3899	59.64	0.06686331673499968
3900	59.65	0.06695546683863851
3901	59.66	0.06713428631194285
3902	59.67	0.06717810848794104
3903	59.68	0.06728860003299308
3904	59.69	0.06749076094678985
3905	59.7	0.06763459122902349
3906	59.71	0.0675950908793852
3907	59.72	0.067522259897562
3908	59.73	0.06769943161657599
3909	59.74	0.06783493936944707
3910	59.75	0.06800378315585975
3911	59.76	0.06814762964216703
3912	59.77	0.06807481216138589
3913	59.78	0.06828533071319765
3914	59.79	0.06851251863061636
3915	59.8	0.06874804257998957
3916	59.81	0.06868356922766194
3917	59.82	0.0687607652399782
3918	59.83	0.06885463061661312
3919	59.84	0.069040165357241
3920	59.85	0.06914236946153673
3921	59.86	0.069191242929171
3922	59.87	0.06926345242648191
3923	59.88	0.06943233128647153
3924	59.89	0.06961787950880893
3925	59.9	0.06966676375982761
3926	59.91	0.06990565070585975
3927	59.92	0.07006454034657006
3928	59.93	0.0702100993482877
3929	59.94	0.07016232771067221
3930	59.95	0.07024122543338196
3931	59.96	0.07018012584940703
3932	59.97	0.0702856956250697
3933	59.98	0.07023793476002549
3934	59.99	0.07029017658726033
3935	60.0	0.07034242110642985
3936	60.01	0.07056133498385098
3937	60.02	0.0707135848858429
3938	60.03	0.07073250414538768
3939	60.04	0.07091809276213645
3940	60.05	0.0710203507357372
3941	60.06	0.0711559447325043
3942	60.07	0.07107487475208529
3943	60.08	0.0711938074607934
3944	60.09	0.07124607619160805
3945	60.1	0.07132501427750926
3946	60.11	0.07148395505147365
3947	60.12	0.0715028985131454
3948	60.13	0.07162184466216726
3949	60.14	0.07172079349818228
3950	60.15	0.07192641168749914
3951	60.16	0.0720786992297584
3952	60.17	0.07243098945793447
3953	60.18	0.07241661570499769
3954	60.19	0.07253557797058541
3955	60.2	0.07270454292100137
3956	60.21	0.07269351055588036
3957	60.22	0.0727424808748589
3958	60.23	0.07294478721090414
3959	60.24	0.07323042956364834
3960	60.25	0.07332940793272247
3961	60.26	0.07351838898442242
3962	60.27	0.073720706051708
3963	60.28	0.0740396924675375
3964	60.29	0.0742920148982038
3965	60.3	0.07427767334332991
3966	60.31	0.07451333446920394
3967	60.32	0.07456233160878023
3968	60.33	0.07472633142834262
3969	60.34	0.07483700059417586
3970	60.35	0.07498933910589622
3971	60.36	0.07505834696311986
3972	60.37	0.07504402416546219
3973	60.38	0.07515637071253689
3974	60.39	0.07524038660395682
3975	60.4	0.07510583374409308
3976	60.41	0.0751867597516025
3977	60.42	0.07497245034037947
3978	60.43	0.07510397693860194
3979	60.44	0.07511050621254256
3980	60.45	0.07522953816180733
3981	60.46	0.07530857278600056
3982	60.47	0.07551761008472635
3983	60.48	0.07563665005758491
3984	60.49	0.0759056927041768
3985	60.5	0.07594973802410054
3986	60.51	0.07617711935028781
3987	60.52	0.07628283668233582
3988	60.53	0.07641522335317186
3989	60.54	0.07640094602905867
3990	60.55	0.07647000470959009
3991	60.56	0.0764557327276929
3992	60.57	0.07655813008295898
3993	60.58	0.07667719677498042
3994	60.59	0.07672126613668162
3995	60.6	0.0770653381676496
3996	60.61	0.07713441286747225
3997	60.62	0.07712015690240337
3998	60.63	0.07730590360536072
3999	60.64	0.0775916529759284
4000	60.65	0.07769645263273794
4001	60.66	0.07792982638489487
4002	60.67	0.07796891708912135
4003	60.68	0.07802801045928254
4004	60.69	0.07818710649495664
4005	60.7	0.07832049091000481
4006	60.71	0.07849197322781176
4007	60.72	0.07864441059080862
4008	60.73	0.07860351728428139
4009	60.74	0.07878262664113311
4010	60.75	0.07892173866093533
4011	60.76	0.07902085334325726
4012	60.77	0.07911497068766549
4013	60.78	0.07933409069372876
4014	60.79	0.07961154669434478
4015	60.8	0.07979733868907868
4016	60.81	0.07994146667749291
4017	60.82	0.08003559732581689
4018	60.83	0.08027973063361138
4019	60.84	0.08055719993376842
4020	60.85	0.08065967189251122
4021	60.86	0.08064547984273052
4022	60.87	0.08091129045064793
4023	60.88	0.08105043704915005
4024	60.89	0.08121958630445647
4025	60.9	0.08118873821611672
4026	60.91	0.08134122611701455
4027	60.92	0.08138705000669821
4028	60.93	0.08164620988471505
4029	60.94	0.08154870575061146
4030	60.95	0.08160953760393364
4031	60.96	0.08177870544422339
4032	60.97	0.08177287593768989
4033	60.98	0.0820020490838731
4034	60.99	0.08216122488231292
4035	61.0	0.0821804033325475
4036	61.01	0.08229958443411123
4037	61.02	0.0824437681865402
4038	61.03	0.08243795458936498
4039	61.04	0.08275714364211773
4040	61.05	0.08277633534432871
4041	61.06	0.0829955296955247
4042	61.07	0.08298139336190191
4043	61.08	0.08303392634298401
4044	61.09	0.08330312863829548
4045	61.1	0.08337233358069085
4046	61.11	0.08339154116969016
4047	61.12	0.08357075140481385
4048	61.13	0.08360496428558095
4049	61.14	0.08384917981150952
4050	61.15	0.08393506464878175
4051	61.16	0.08404761879691236
4052	61.17	0.08414017558874987
4053	61.18	0.08414606835713778
4054	61.19	0.08424529710158657
4055	61.2	0.0843845284882736
4056	61.21	0.08448376251670586
4057	61.22	0.08453633251972237
4058	61.23	0.08470223849682812
4059	61.24	0.08481648044752532
4060	61.25	0.08493572503798497
4061	61.26	0.08510497226770752
4062	61.27	0.0852992221361939
4063	61.28	0.08546847464294416
4064	61.29	0.08573772978745708
4065	61.3	0.08583698756923175
4066	61.31	0.08604291465442993
4067	61.32	0.08617551104254773
4068	61.33	0.08636477673308063
4069	61.34	0.08633404505885656
4070	61.35	0.08660331601937088
4071	61.36	0.08670592294744939
4072	61.37	0.0869668658425824
4073	61.38	0.0870540018471182
4074	61.39	0.08720542619864036
4075	61.4	0.08739971032520666
4076	61.41	0.08751899708344668
4077	61.42	0.08756328647284395
4078	61.43	0.08778757849288166
4079	61.44	0.08788687314304111
4080	61.45	0.08814617042280304
4081	61.46	0.08829047033164539
4082	61.47	0.08841810620237833
4083	61.48	0.08883741136781254
4084	61.49	0.08888338582742294
4085	61.5	0.08922269624734991
4086	61.51	0.08931200929373251
4087	61.52	0.08948132496604222
4088	61.53	0.08970064326374771
4089	61.54	0.08971996418631845
4090	61.55	0.08971428773322243
4091	61.56	0.08982528057059147
4092	61.57	0.08997794269789017
4093	61.58	0.0900139407812448
4094	61.59	0.0901416081534494
4095	61.6	0.09010261148063003
4096	61.61	0.09030528409557492
4097	61.62	0.09032462599774238
4098	61.63	0.09036897051991888
4099	61.64	0.09048831766155896
4100	61.65	0.09057266742211612
4101	61.66	0.09070201980104375
4102	61.67	0.09087137479779273
4103	61.68	0.09106573241181293
4104	61.69	0.09106009264255288
4105	61.7	0.09136945548946063
4106	61.71	0.09164882095198301
4107	61.72	0.09182818902956491
4108	61.73	0.09198755972165173
4109	61.74	0.092256933027687
4110	61.75	0.0922063089471119
4111	61.76	0.09232068747936628
4112	61.77	0.0924400686238891
4113	61.78	0.09265945238011764
4114	61.79	0.09295383874748708
4115	61.8	0.09292322772543127
4116	61.81	0.09299261931338076
4117	61.82	0.09322868017743202
4118	61.83	0.09338141031701408
4119	61.84	0.09330080973155397
4120	61.85	0.09359521175381369
4121	61.86	0.09348961638321773
4122	61.87	0.09375902361918875
4123	61.88	0.09383843346114773
4124	61.89	0.09406451257518222
4125	61.9	0.09434226096070919
4126	61.91	0.09443667861714644
4127	61.92	0.09462276554391069
4128	61.93	0.09462552174041461
4129	61.94	0.0949949472060716
4130	61.95	0.09495437527362638
4131	61.96	0.09508380594248989
4132	61.97	0.09520323921206941
4133	61.98	0.0954560084151046
4134	61.99	0.09581711355100309
4135	62.0	0.09594488795250022
4136	62.01	0.09628099828566539
4137	62.02	0.09632544454989844
4138	62.03	0.09646989341126666
4139	62.04	0.09654934486916789
4140	62.05	0.09663379892299817
4141	62.06	0.09672825557215248
4142	62.07	0.096872714816024
4143	62.08	0.09698384332067223
4144	62.09	0.09710664108548794
4145	62.1	0.09730610810986251
4146	62.11	0.09742557772651761
4147	62.12	0.09762004993483941
4148	62.13	0.09763952473421345
4149	62.14	0.09781733545735838
4150	62.15	0.09774348210365735
4151	62.16	0.09777296467249297
4152	62.17	0.09789244982991185
4153	62.18	0.0977819375752933
4154	62.19	0.09803142790801278
4155	62.2	0.0978759208274469
4156	62.21	0.09802041633296765
4157	62.22	0.09813991442394743
4158	62.23	0.09833441509975804
4159	62.24	0.09852891835976729
4160	62.25	0.09888175753667605
4161	62.26	0.09906793262985092
4162	62.27	0.09913744363865673
4163	62.28	0.09942838580055202
4164	62.29	0.09947647340061261
4165	62.3	0.09959599215248316
4166	62.31	0.09976551348409579
4167	62.32	0.09988503739480858
4168	62.33	0.09983456388397771
4169	62.34	0.09989909295095867
4170	62.35	0.1000936245951034
4171	62.36	0.10008815881576494
4172	62.37	0.10003269561229411
4173	62.38	0.1001808064126104
4174	62.39	0.10022177693035017
4175	62.4	0.10025132145057247
4176	62.41	0.10061086854405232
4177	62.42	0.10055541821013492
4178	62.43	0.10069997044816148
4179	62.44	0.10084452525747478
4180	62.45	0.10108908263741467
4181	62.46	0.1012086425873191
4182	62.47	0.10146153843985894
4183	62.48	0.10154777019436789
4184	62.49	0.10173400451684644
4185	62.5	0.10192690807329274
4186	62.51	0.10208648086303684
4187	62.52	0.10222605621873937
4188	62.53	0.1023456341397262
4189	62.54	0.10249021462532193
4190	62.55	0.10265979767484579
4191	62.56	0.10278771662095165
4192	62.57	0.10289897146295646
4193	62.58	0.10304356220017796
4194	62.59	0.10317565549859742
4195	62.6	0.10303275135752887
4196	62.61	0.10320234977628351
4197	62.62	0.10329695075416989
4198	62.63	0.10347488762382895
4199	62.64	0.10346116038456632
4200	62.65	0.10369743570235279
4201	62.66	0.10376704690982619
4202	62.67	0.10401999400628625
4203	62.68	0.10388246746722452
4204	62.69	0.10423422919670244
4205	62.7	0.10427885062258824
4206	62.71	0.10434847460132124
4207	62.72	0.10451810113219606
4208	62.73	0.10458058735736442
4209	62.74	0.10495736184754811
4210	62.75	0.10494366269727573
4211	62.76	0.10529663276298118
4212	62.77	0.10541627204395443
4213	62.78	0.10546924720614825
4214	62.79	0.10553555824884908
4215	62.8	0.10562520517134022
4216	62.81	0.10569485463957351
4217	62.82	0.10564783998616223
4218	62.83	0.10570916121038598
4219	62.84	0.10572881831152392
4220	62.85	0.10567347795551996
4221	62.86	0.10577314014164818
4222	62.87	0.10591280486918198
4223	62.88	0.10613247213739241
4224	62.89	0.10630214194554899
4225	62.9	0.10639681429291947
4226	62.91	0.10652482251210404
4227	62.92	0.10661116660236747
4228	62.93	0.10678084656297271
4229	62.94	0.1070505290598498
4230	62.95	0.10695021409225758
4231	62.96	0.10688990165945489
4232	62.97	0.10698459176069752
4233	62.98	0.10697214153809931
4234	62.99	0.10709897956234204
4235	63.0	0.10713534392791502
4236	63.01	0.10732837749121282
4237	63.02	0.10754141358481828
4238	63.03	0.10779445220797923
4239	63.04	0.1080474933599449
4240	63.05	0.1080422037066251
4241	63.06	0.10823691658059875
4242	63.07	0.10807329864777282
4243	63.08	0.1082013499073895
4244	63.09	0.1082627370253526
4245	63.1	0.10836579333423302
4246	63.11	0.10851051883326557
4247	63.12	0.10860524685501671
4248	63.13	0.10874997739872239
4249	63.14	0.10890471046361405
4250	63.15	0.10902444604892514
4251	63.16	0.10925085082055119
4252	63.17	0.10922892477772095
4253	63.18	0.10929866791966081
4254	63.19	0.10947674691226483
4255	63.2	0.10943816175475751
4256	63.21	0.10943291244636377
4257	63.22	0.10946933231964184
4258	63.23	0.10965575470714528
4259	63.24	0.10978217960809644
4260	63.25	0.10966194035504806
4261	63.26	0.10998170361388526
4262	63.27	0.10996146938382534
4263	63.28	0.11012123766408344
4264	63.29	0.11014100845387409
4265	63.3	0.11006078175240752
4266	63.31	0.11018055755889389
4267	63.32	0.11020033587254119
4268	63.33	0.11030345002588993
4269	63.34	0.11028990001814387
4270	63.35	0.11049301918183962
4271	63.36	0.11035447418284372
4272	63.37	0.1106659316870231
4273	63.38	0.11063905836024235
4274	63.39	0.1106888542016975
4275	63.4	0.11084198587725025
4276	63.41	0.11101178671942913
4277	63.42	0.11109825672742701
4278	63.43	0.11103806256710191
4279	63.44	0.11126287090431042
4280	63.45	0.11143268173824339
4281	63.46	0.11147749506808591
4282	63.47	0.11153064422635905
4283	63.48	0.11160046254558065
4284	63.49	0.11143695002493459
4285	63.5	0.11145677333026827
4286	63.51	0.11153659912742908
4287	63.52	0.11151642741559709
4288	63.53	0.11141625819394774
4289	63.54	0.11168609146165664
4290	63.55	0.1115416415036119
4291	63.56	0.11157576546184345
4292	63.57	0.11162893952599662
4293	63.58	0.11164878274286094
4294	63.59	0.11163529511160197
4295	63.6	0.11152180996472039
4296	63.61	0.11164166063471193
4297	63.62	0.11164484712073941
4298	63.63	0.11151470275529718
4299	63.64	0.11158456087087743
4300	63.65	0.11155442146663841
4301	63.66	0.11157428454173424
4302	63.67	0.11154415009532093
4303	63.68	0.1115640181265487
4304	63.69	0.11143388863457071
4305	63.7	0.11152042828520292
4306	63.71	0.11147363707759395
4307	63.72	0.11164351501089032
4308	63.73	0.11165339541757024
4309	63.74	0.11169327829677878
4310	63.75	0.11163316364765752
4311	63.76	0.11157305146934648
4312	63.77	0.11165294176098417
4313	63.78	0.11161283452171
4314	63.79	0.11163272975065963
4315	63.8	0.1116726274469686
4316	63.81	0.11167252760977009
4317	63.82	0.1117257635715303
4318	63.83	0.11173733533138108
4319	63.84	0.11179224288845191
4320	63.85	0.11185215290853723
4321	63.86	0.11177206539076279
4322	63.87	0.11184198033425474
4323	63.88	0.11165634218258047
4324	63.89	0.11148181760152998
4325	63.9	0.1116017399235556
4326	63.91	0.1116216647033319
4327	63.92	0.1116915919399748
4328	63.93	0.11167818829926768
4329	63.94	0.11163145378032313
4330	63.95	0.11150138838225132
4331	63.96	0.11159632543749343
4332	63.97	0.11179126494515446
4333	63.98	0.11171120690433822
4334	63.99	0.11175615131414629
4335	64.0	0.11160109817367836
4336	64.01	0.11174604748203221
4337	64.02	0.11159099923830551
4338	64.03	0.11161095344159389
4339	64.04	0.1115909100909902
4340	64.05	0.11145086918558622
4341	64.06	0.11139583072447268
4342	64.07	0.11122412804007142
4343	64.08	0.11116076113146933
4344	64.09	0.1111593014263268
4345	64.1	0.11105070130467931
4346	64.11	0.11107067505132573
4347	64.12	0.11109065123677686
4348	64.13	0.11098562986011373
4349	64.14	0.11058061092041749
4350	64.15	0.11050059441676696
4351	64.16	0.1106205803482383
4352	64.17	0.11059056871390727
4353	64.18	0.11048555951284644
4354	64.19	0.11045555274413088
4355	64.2	0.11043054840683064
4356	64.21	0.11047054650001531
4357	64.22	0.11035721368941998
4358	64.23	0.11032721664078027
4359	64.24	0.11008055535316252
4360	64.25	0.11015056315896388
4361	64.26	0.11007057339058246
4362	64.27	0.11015725271374777
4363	64.28	0.11004393446085325
4364	64.29	0.11003061863095986
4365	64.3	0.1099173052231266
4366	64.31	0.10997066090307861
4367	64.32	0.10979068566987182
4368	64.33	0.10989404618923082
4369	64.34	0.10973074246021008
4370	64.35	0.10962577448186162
